Product_Name,Company,Export_Country,Date,Units_Sold,Unit_Price,Profit_Per_Unit,Export_Value,Destination_Port,Transportation_Mode
Sesame,Nigerian Export Promotion Council (NEPC),Switzerland,2021-01-04,877,33879.55,5665.66,29712365.35,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-27,425,45040.57,8443.98,19142242.25,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,2022-06-12,384,21222.42,4490.56,8149409.28,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,2022-03-13,425,18775.34,5343.85,7979519.5,Lagos,Sea
Rubber,Nigeria Agro Export Company,Netherlands,2021-05-31,842,44116.31,3737.61,37145933.02,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Italy,2020-01-08,866,37209.43,8028.81,32223366.38,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,2023-05-15,282,46063.17,3544.77,12989813.94,Warri,Sea
Cassava,Agriplus Nigeria Limited,Denmark,2023-10-14,823,14356.92,7452.1,11815745.16,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Switzerland,2021-08-10,343,48026.63,6193.02,16473134.09,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-15,525,21719.7,9485.05,11402842.5,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Denmark,2021-12-19,562,48517.1,3273.33,27266610.2,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Spain,2020-07-19,258,43253.51,3922.14,11159405.58,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Spain,2021-11-13,385,21988.74,2986.5,8465664.9,Lagos,Sea
Plantain,Nigeria Agro Export Company,France,2022-01-11,538,16103.22,9497.29,8663532.36,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Switzerland,2020-07-17,499,20654.53,9398.38,10306610.47,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Spain,2021-04-25,498,10454.43,7341.9,5206306.14,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Netherlands,2022-06-06,586,33793.72,9831.95,19803119.92,Calabar,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-03-27,462,40352.05,5985.5,18642647.1,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,France,2020-07-15,797,44352.82,8523.69,35349197.54,Port Harcourt,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Austria,2022-04-26,249,43575.52,5482.79,10850304.48,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Belgium,2021-05-14,407,17240.74,7258.3,7016981.18,Lagos,Sea
Sesame,Nigeria Agro Export Company,Belgium,2020-07-31,803,13464.75,4787.78,10812194.25,Warri,Sea
Palm Oil,Nigeria Agro Export Company,Italy,2021-04-13,326,13973.69,7279.87,4555422.94,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Belgium,2022-01-09,394,32556.2,8455.97,12827142.8,Warri,Sea
Sesame,Agriplus Nigeria Limited,Switzerland,2020-08-24,280,25327.4,6295.63,7091672,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Spain,2022-05-19,716,19523.8,7102.27,13979040.8,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,2020-07-23,522,38587.91,7291.1,20142889.02,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Sweden,2022-03-24,196,31132.11,5678.06,6101893.56,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2020-08-11,578,48791.16,6835.16,28201290.48,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,2023-07-15,562,15317.68,4424.41,8608536.16,Port Harcourt,Sea
Cashew,Golden Farms Nigeria Limited,Italy,2022-04-13,900,27487.89,7714.09,24739101,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Spain,2023-03-30,266,27835.87,4866.09,7404341.42,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Sweden,2023-03-10,403,12673.28,3954.67,5107331.84,Port Harcourt,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-02,322,24656.86,9823.39,7939508.92,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Italy,2020-08-06,492,49229.66,7287.84,24220992.72,Lagos,Sea
Cashew,Nigeria Agro Export Company,Belgium,2021-06-30,469,40500.51,9256.95,18994739.19,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Netherlands,2020-11-18,617,10920.48,7123.67,6737936.16,Port Harcourt,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Austria,2020-04-07,825,44058.73,4559.39,36348452.25,Warri,Sea
Cassava,Prime Agro Exports Nigeria Limited,Italy,2021-12-21,243,29602.28,9786.18,7193354.04,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,2023-10-07,967,40625.11,2102.62,39284481.37,Port Harcourt,Sea
Cassava,Golden Farms Nigeria Limited,Denmark,2022-04-26,185,14847.32,3544.82,2746754.2,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Denmark,2023-05-21,181,24434.41,5026.98,4422628.21,Warri,Sea
Ginger,Farmgate Nigeria Limited,Belgium,2022-03-15,173,14946.11,3265.19,2585677.03,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,2021-04-28,437,34043.56,9211.58,14877035.72,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Netherlands,2022-09-22,326,36801.15,6544.27,11997174.9,Lagos,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Switzerland,2023-09-20,681,26580.76,8722.94,18101497.56,Warri,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,2020-12-20,222,17101.55,9701.85,3796544.1,Calabar,Sea
Ginger,Nigeria Agro Export Company,Netherlands,2020-07-25,443,27640.45,7433.24,12244719.35,Calabar,Sea
Cassava,Prime Agro Exports Nigeria Limited,France,2021-03-13,928,38172.49,7185.46,35424070.72,Lagos,Sea
Cassava,Nigeria Agro Export Company,Switzerland,2020-09-05,242,31257.41,4475.98,7564293.22,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Spain,2022-10-28,485,21156.93,3688.43,10261111.05,Calabar,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Spain,2023-08-20,863,49549.96,4979.97,42761615.48,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Spain,2021-08-07,231,37383.65,6025.9,8635623.15,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,France,2020-11-30,165,30565.62,6590.04,5043327.3,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,2021-07-24,169,36340.15,4211.5,6141485.35,Calabar,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Germany,2021-03-16,634,20602.99,5428.66,13062295.66,Calabar,Sea
Sesame,Farmgate Nigeria Limited,Germany,2022-02-25,180,35098.42,3193.55,6317715.6,Warri,Sea
Cashew,Agriplus Nigeria Limited,Netherlands,2021-08-18,109,37687.33,8794.43,4107918.97,Warri,Sea
Sesame,Solid Agro Nigeria Limited,Austria,2023-04-14,495,49344.94,3262.03,24425745.3,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,France,2021-12-25,595,49952.76,3880.69,29721892.2,Calabar,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,2023-11-25,881,41023.6,9427.3,36141791.6,Port Harcourt,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2021-02-04,760,21238.1,8712.13,16140956,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Sweden,2021-02-02,212,13659.53,4407.05,2895820.36,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Denmark,2020-07-19,492,23415.71,3262.88,11520529.32,Port Harcourt,Sea
Ginger,Solid Agro Nigeria Limited,Spain,2021-05-09,539,44640.26,6879.9,24061100.14,Lagos,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Switzerland,2022-12-23,795,11706.54,3838.45,9306699.3,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Italy,2022-07-16,995,19174.71,7622.54,19078836.45,Calabar,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-03,926,41066.23,7386.88,38027328.98,Calabar,Sea
Cashew,Nigeria Agro Export Company,Italy,2020-03-04,537,18603.64,5520.33,9990154.68,Warri,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-06,364,20676.03,6076.57,7526074.92,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,France,2021-08-31,296,15129.48,8612.34,4478326.08,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,2020-07-18,647,24424.61,4660.79,15802722.67,Calabar,Sea
Palm Oil,Agriplus Nigeria Limited,Netherlands,2020-08-12,988,41728.32,4505.7,41227580.16,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-07-12,774,24784.46,6047.25,19183172.04,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Belgium,2021-10-16,181,12844.9,4897.65,2324926.9,Lagos,Sea
Ginger,Prime Agro Exports Nigeria Limited,Spain,2023-06-16,589,38608.54,2144.47,22740430.06,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Italy,2022-08-18,282,44740.94,5574.34,12616945.08,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Switzerland,2022-05-13,137,15527.66,8331.52,2127289.42,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-06-30,689,29393.13,3650.64,20251866.57,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Germany,2023-08-21,672,10006.54,8641.69,6724394.88,Port Harcourt,Sea
Ginger,Prime Agro Exports Nigeria Limited,Italy,2023-01-10,435,41081.23,5890.73,17870335.05,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-24,847,19595.1,8836.62,16597049.7,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Italy,2023-10-13,872,12470.14,4780.03,10873962.08,Warri,Sea
Cassava,Nigeria Agro Export Company,Spain,2022-08-05,261,18757.63,2017.08,4895741.43,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,France,2023-06-30,206,23127.65,6971.83,4764295.9,Calabar,Sea
Sesame,Nigeria Agro Export Company,Italy,2020-08-19,983,32503.8,5624.4,31951235.4,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Belgium,2023-12-01,540,40199.84,9026.4,21707913.6,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Belgium,2022-03-13,290,36322.87,9201.4,10533632.3,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-06-27,776,37554.32,6300.28,29142152.32,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Germany,2023-06-18,247,48726.71,2469.69,12035497.37,Lagos,Sea
Sesame,Agriplus Nigeria Limited,France,2022-05-01,321,14556.35,5906.37,4672588.35,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,Germany,2023-02-02,472,24963.59,3199.59,11782814.48,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Denmark,2021-04-19,155,19830.81,9336.83,3073775.55,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Austria,2021-07-22,394,10137.63,9407.81,3994226.22,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,2020-03-27,435,15057.51,5455.6,6550016.85,Calabar,Sea
Cashew,Golden Farms Nigeria Limited,Netherlands,2020-12-17,620,35549.32,2269.97,22040578.4,Port Harcourt,Sea
Plantain,Golden Farms Nigeria Limited,France,2023-09-16,309,43808.94,3213.71,13536962.46,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),France,2020-11-08,898,21737.75,5661.66,19520499.5,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Germany,2020-10-08,518,11462.7,9321.44,5937678.6,Warri,Sea
Cocoa,Nigeria Agro Export Company,Sweden,2023-09-20,264,49192.22,4003.23,12986746.08,Port Harcourt,Sea
Sesame,Prime Agro Exports Nigeria Limited,Switzerland,2022-07-24,329,43020.95,6895.44,14153892.55,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Switzerland,2021-08-05,493,40539.5,2449.86,19985973.5,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,2022-08-14,884,49041.91,3226.31,43353048.44,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,France,2020-01-07,656,15181.46,8490.12,9959037.76,Port Harcourt,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2020-04-10,741,47745.33,7767.31,35379289.53,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Spain,2023-10-02,558,27269.5,7661.93,15216381,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Belgium,2020-01-13,967,22317.21,8745.61,21580742.07,Calabar,Sea
Cocoa,Solid Agro Nigeria Limited,Spain,2023-05-23,708,34554.94,4062.57,24464897.52,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Switzerland,2022-10-11,150,23193.26,4943.25,3478989,Warri,Sea
Cassava,Prime Agro Exports Nigeria Limited,Germany,2021-12-25,584,44793.37,7045.51,26159328.08,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Austria,2022-07-18,357,46900.29,2786.12,16743403.53,Port Harcourt,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-09-25,877,30508.22,7705.96,26755708.94,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Italy,2023-11-22,118,48123.38,4260.18,5678558.84,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Spain,2020-05-18,347,23501.68,4710.34,8155082.96,Lagos,Sea
Cashew,Nigeria Agro Export Company,Sweden,2021-08-06,195,22573.75,8379.05,4401881.25,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Italy,2020-04-20,276,35183.88,7272.88,9710750.88,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Austria,2020-01-20,489,28847.43,7921.57,14106393.27,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Austria,2023-09-16,989,31752.95,7600.6,31403667.55,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Germany,2021-03-24,564,23783.54,5997.33,13413916.56,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Italy,2020-07-31,410,42063.46,8620.2,17246018.6,Port Harcourt,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2023-02-02,794,22692.69,4559.66,18017995.86,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Austria,2022-05-17,780,22739.59,2869.67,17736880.2,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Denmark,2020-09-02,997,23337.7,5441.12,23267686.9,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2023-05-07,248,30929.2,2548.66,7670441.6,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,2022-05-23,471,38081.7,8208.72,17936480.7,Calabar,Sea
Cassava,Solid Agro Nigeria Limited,Switzerland,2023-11-26,939,47201.02,6623.62,44321757.78,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Italy,2021-12-31,544,31992.21,6314.66,17403762.24,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Germany,2020-03-13,644,11922.17,2972.84,7677877.48,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,2020-06-25,341,41425.59,9653.47,14126126.19,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Switzerland,2022-11-04,961,35793.54,2956.63,34397591.94,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Belgium,2021-02-16,719,31328.17,4687.24,22524954.23,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,France,2021-07-30,350,47157.35,3777.28,16505072.5,Lagos,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2022-12-19,387,48052.05,4922.24,18596143.35,Warri,Sea
Plantain,Farmgate Nigeria Limited,Netherlands,2023-08-23,199,23511.99,4799.4,4678886.01,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Austria,2022-02-26,687,33342.97,6500.51,22906620.39,Lagos,Sea
Sesame,Farmgate Nigeria Limited,Netherlands,2020-10-30,452,12026.68,3115.04,5436059.36,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,France,2022-02-08,659,49156.21,8159.59,32393942.39,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-25,575,10306.64,4159.79,5926318,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,France,2023-11-11,608,26360.69,9315.67,16027299.52,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Germany,2022-06-15,825,44517.66,7496.94,36727069.5,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Belgium,2023-09-21,499,39950.24,6053.8,19935169.76,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Austria,2023-10-22,410,23384.86,9149.14,9587792.6,Port Harcourt,Sea
Plantain,Nigeria Agro Export Company,Spain,2020-08-13,743,26050.96,3800.89,19355863.28,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Switzerland,2023-05-03,600,35084.68,5515.51,21050808,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Belgium,2020-09-04,851,33435.72,7910.73,28453797.72,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Germany,2020-02-05,435,19481.19,4810.38,8474317.65,Warri,Sea
Sesame,Solid Agro Nigeria Limited,Austria,2023-08-05,797,19485.29,3002.8,15529776.13,Lagos,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,2023-05-28,653,43827.24,5249.1,28619187.72,Lagos,Sea
Cassava,Nigeria Agro Export Company,Sweden,2020-03-20,137,22503.47,4193.51,3082975.39,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2020-04-14,558,36199.92,5054.37,20199555.36,Port Harcourt,Sea
Ginger,Prime Agro Exports Nigeria Limited,Germany,2023-07-30,315,48540.47,2187.98,15290248.05,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Switzerland,2021-06-08,506,37983.2,5305.54,19219499.2,Calabar,Sea
Plantain,Solid Agro Nigeria Limited,Netherlands,2020-12-30,574,13194.29,8175.79,7573522.46,Warri,Sea
Plantain,Agro Export Nigeria Ltd,Spain,2023-06-09,744,17166.97,7770.71,12772225.68,Warri,Sea
Sesame,Nigeria Agro Export Company,Belgium,2023-04-02,230,46533.71,4092.35,10702753.3,Warri,Sea
Cashew,Farmgate Nigeria Limited,France,2021-12-24,634,40807.39,9589.53,25871885.26,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Spain,2022-01-28,654,30960.47,9761.35,20248147.38,Lagos,Sea
Cashew,Nigeria Agro Export Company,Spain,2023-12-20,490,23893.95,5788.54,11708035.5,Calabar,Sea
Ginger,Solid Agro Nigeria Limited,Denmark,2022-05-08,825,42082.19,5341.84,34717806.75,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Switzerland,2022-10-03,722,46749.58,4146.22,33753196.76,Warri,Sea
Ginger,Golden Farms Nigeria Limited,Belgium,2022-07-02,313,21553.66,7531.22,6746295.58,Warri,Sea
Cassava,Agro Export Nigeria Ltd,Germany,2022-03-29,337,15499.43,3381.24,5223307.91,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Belgium,2021-07-07,626,42679.03,7839.31,26717072.78,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Germany,2023-01-28,391,40770.5,4126.14,15941265.5,Port Harcourt,Sea
Cashew,Agriplus Nigeria Limited,Denmark,2020-05-10,445,20520.44,6305.29,9131595.8,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-06-26,627,28634.29,6333.2,17953699.83,Warri,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2020-02-20,298,29848.18,2491.82,8894757.64,Calabar,Sea
Rubber,Farmgate Nigeria Limited,Germany,2022-01-14,579,46260.7,3869.83,26784945.3,Calabar,Sea
Plantain,Nigeria Agro Export Company,France,2021-02-14,415,45905.28,7271.19,19050691.2,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Germany,2021-11-24,840,49351.45,4574.66,41455218,Lagos,Sea
Plantain,Nigeria Agro Export Company,Italy,2021-02-26,376,35980.93,7571.43,13528829.68,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-09-28,969,33912.2,6646.6,32860921.8,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Denmark,2020-06-16,647,40768.56,8852.05,26377258.32,Port Harcourt,Sea
Cashew,Farmgate Nigeria Limited,Denmark,2021-12-23,188,38387.23,9785.67,7216799.24,Calabar,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-01-04,108,34228.64,9645.39,3696693.12,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Denmark,2021-03-16,275,21247.69,5273.59,5843114.75,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-08-13,234,43772.23,6472.47,10242701.82,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Netherlands,2022-06-07,181,46007.28,9692.49,8327317.68,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-12-03,750,48870.19,9474.77,36652642.5,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Austria,2023-02-17,611,21839.94,7020.58,13344203.34,Calabar,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Denmark,2021-04-02,541,49593.68,5788.97,26830180.88,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Austria,2020-11-27,641,36577.96,7500.75,23446472.36,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),France,2020-07-15,250,19006.96,8307.68,4751740,Port Harcourt,Sea
Plantain,Nigeria Agro Export Company,Austria,2022-12-23,354,29803.5,8893.66,10550439,Warri,Sea
Rubber,Prime Agro Exports Nigeria Limited,Belgium,2022-07-25,304,35413.74,2594.73,10765776.96,Lagos,Sea
Plantain,Nigeria Agro Export Company,Italy,2020-03-02,121,49472.48,2772.91,5986170.08,Calabar,Sea
Plantain,Nigeria Agro Export Company,Austria,2022-01-10,609,26243.24,2186.16,15982133.16,Port Harcourt,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,2020-03-05,303,16552.77,2426.7,5015489.31,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Netherlands,2022-05-26,651,23667.26,6606.14,15407386.26,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Italy,2020-10-20,860,47901.59,9626.54,41195367.4,Port Harcourt,Sea
Cassava,Nigerian Export Promotion Council (NEPC),France,2020-10-07,144,19564.37,9750.77,2817269.28,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Italy,2023-06-19,878,38183.62,5032.49,33525218.36,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Sweden,2020-03-13,910,34668.65,3347.95,31548471.5,Calabar,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-12-30,128,13118.57,7901.12,1679176.96,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-08-04,424,15631.78,6918.65,6627874.72,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2020-12-15,824,25390.88,8773,20922085.12,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,France,2021-05-29,386,12324.08,8623.86,4757094.88,Lagos,Sea
Cashew,Agro Allied Exporters Nigeria Limited,Belgium,2022-12-22,197,32460.96,3462.01,6394809.12,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Italy,2022-07-30,493,39934.19,4981.33,19687555.67,Calabar,Sea
Plantain,Farmgate Nigeria Limited,Italy,2021-04-16,337,46796.4,3985.16,15770386.8,Port Harcourt,Sea
Cashew,Farmgate Nigeria Limited,Spain,2020-09-01,747,32440.35,7368.96,24232941.45,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Switzerland,2020-05-10,871,41177,9144.43,35865167,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Sweden,2020-07-26,396,29664,6786.45,11746944,Port Harcourt,Sea
Cassava,Agro Export Nigeria Ltd,Netherlands,2023-05-15,684,19040.76,4601.97,13023879.84,Warri,Sea
Ginger,Agro Export Nigeria Ltd,Netherlands,2023-07-10,996,17208.42,6502.15,17139586.32,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,France,2023-11-24,924,40546.5,6374.24,37464966,Calabar,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Belgium,2022-07-09,485,25387.8,8532.36,12313083,Lagos,Sea
Cashew,Agriplus Nigeria Limited,France,2022-07-28,985,17927.04,2110.33,17658134.4,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,2020-10-19,395,16150.3,9981.99,6379368.5,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Austria,2020-06-29,585,36047.54,7586.5,21087810.9,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Belgium,2020-07-06,579,24022.55,4183.58,13909056.45,Port Harcourt,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Denmark,2020-02-28,712,46468.26,4600.33,33085401.12,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Italy,2020-05-03,310,49484.99,3040.11,15340346.9,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Germany,2021-06-18,496,16337.54,7374.32,8103419.84,Port Harcourt,Sea
Ginger,Agro Export Nigeria Ltd,Belgium,2023-03-10,699,26065.73,7877.61,18219945.27,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Denmark,2020-10-09,170,20351.67,3702.17,3459783.9,Port Harcourt,Sea
Palm Oil,Golden Farms Nigeria Limited,Spain,2022-05-19,708,45286.58,5659.91,32062898.64,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,2022-04-09,608,28314.4,6615.26,17215155.2,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Austria,2023-06-02,160,17098.75,4551.93,2735800,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Sweden,2022-05-09,301,49306.9,7022.61,14841376.9,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Italy,2023-06-16,513,39875.46,4915.93,20456110.98,Port Harcourt,Sea
Cassava,Agriplus Nigeria Limited,Denmark,2020-09-01,302,19878.5,8056.92,6003307,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Germany,2022-05-25,611,32507.66,5691.95,19862180.26,Warri,Sea
Cocoa,Agro Export Nigeria Ltd,Switzerland,2021-03-07,820,15596.18,8725.66,12788867.6,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Spain,2020-01-13,472,15687.36,2000.3,7404433.92,Calabar,Sea
Cassava,Agro Export Nigeria Ltd,Germany,2021-06-23,601,45644.07,4474.64,27432086.07,Warri,Sea
Ginger,Agriplus Nigeria Limited,Netherlands,2020-06-13,525,33769.46,4015.3,17728966.5,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,France,2021-08-08,669,18940.33,2890.92,12671080.77,Lagos,Sea
Sesame,Nigeria Agro Export Company,Italy,2023-05-27,142,14677.15,7760.44,2084155.3,Warri,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Denmark,2023-02-09,388,43524.13,7427.72,16887362.44,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Denmark,2021-08-11,357,25681.71,5818.74,9168370.47,Lagos,Sea
Cashew,Nigeria Agro Export Company,Sweden,2021-07-01,599,46916.93,8747.6,28103241.07,Lagos,Sea
